Id,SalePrice
1461,122421.54211925776
1462,162308.475064877
1463,183406.93654703954
1464,194521.7431292389
1465,194038.37640177863
1466,173968.96361104771
1467,177953.95097546047
1468,162957.21761674178
1469,185415.28492122324
1470,122368.36134381406
1471,197710.87833701874
1472,95739.40596991274
1473,95145.13152508522
1474,147810.0189423004
1475,116454.83837911002
1476,377899.71794165194
1477,247086.64809872292
1478,284634.92863813805
1479,280630.55357240455
1480,510428.17211821926
1481,314227.1042956711
1482,205600.82831804315
1483,174242.46455172548
1484,167788.1447158526
1485,181100.1390790524
1486,195199.96128998062
1487,334432.94873666624
1488,228804.95960487827
1489,200759.00853041754
1490,229041.9522840056
1491,193017.34351213742
1492,93121.48190494512
1493,175559.32237606143
1494,298494.2555549729
1495,285126.12859607325
1496,233975.5553923336
1497,182172.59683243546
1498,163216.63533354254
1499,159527.1497411406
1500,151191.0091151745
1501,175509.19400231875
1502,145229.56479494853
1503,289304.2480571128
1504,240190.06153461966
1505,224403.68687165662
1506,183178.19210729562
1507,249110.17977001044
1508,200704.4107136007
1509,162538.00767891682
1510,143876.80863427918
1511,151571.0936753658
1512,171844.86185698985
1513,137831.7453885599
1514,160845.18770097563
1515,197847.2706430167
1516,153876.6667936695
1517,162937.12081617198
1518,130978.57170437943
1519,217819.93376913958
1520,131109.07892461604
1521,135340.8048807967
1522,176312.1390539418
1523,112123.37772231431
1524,126014.45548552932
1525,121811.1370458469
1526,109853.28472721617
1527,106306.29381796673
1528,132788.00419916539
1529,150740.76243985564
1530,171544.79566008953
1531,104620.06034494286
1532,94241.36231201951
1533,146790.32899788755
1534,124747.74102266999
1535,152373.53012483998
1536,104830.91175166254
1537,60037.13472965182
1538,153350.03760134685
1539,194317.17871464937
1540,90983.51452516552
1541,143407.0061694113
1542,137587.6357924508
1543,200710.15882439763
1544,82171.86314385547
1545,107021.51759780274
1546,132911.7288035199
1547,132581.43042297527
1548,135350.82039440933
1549,115391.25435495406
1550,134348.0274445863
1551,110846.76141270278
1552,136344.50453111512
1553,151165.48263187264
1554,111771.7354688682
1555,162748.82659372874
1556,82478.68073778693
1557,107496.78514912001
1558,99816.70838820319
1559,69620.68166977279
1560,135122.93981722076
1561,129498.05572873974
1562,131796.02025580397
1563,120287.0933966001
1564,161179.3453371216
1565,146114.44075368426
1566,236406.41923343597
1567,75742.97820288049
1568,236885.14729329504
1569,133701.88550490836
1570,137033.7595208222
1571,126341.49441821962
1572,148879.5320881272
1573,244736.3692026171
1574,114221.56192461312
1575,220386.08127488158
1576,240720.4292195682
1577,187490.52979188648
1578,145587.9482256838
1579,147853.73940081877
1580,194467.01733718155
1581,149499.61743799614
1582,125878.61438683016
1583,312466.15001447726
1584,225888.9188690466
1585,140949.59223708475
1586,68508.98819231402
1587,101181.02390680363
1588,149107.5132043461
1589,96848.51589143735
1590,133963.58209359407
1591,94962.5710791592
1592,117843.19707098302
1593,124122.31541483758
1594,126351.77077347462
1595,105097.76615180547
1596,228694.15274923772
1597,190021.43592696107
1598,215558.26506359316
1599,173835.92459938815
1600,172307.40203727258
1601,62322.51794797348
1602,114604.7797102795
1603,76963.6394321454
1604,265496.67042135063
1605,243416.30787985865
1606,166829.3781787856
1607,170166.78910893187
1608,210999.61959061713
1609,186979.7903850266
1610,148196.33718121506
1611,136851.81381029775
1612,166470.1404575384
1613,164887.48404238003
1614,124269.71517082605
1615,87721.96022988396
1616,74574.45641545329
1617,92037.85612269017
1618,126161.53619661639
1619,140543.1166116831
1620,153329.01869475003
1621,137188.3798754479
1622,139284.8208733077
1623,264062.860341922
1624,214805.79695585405
1625,122774.87667818842
1626,161559.69247880587
1627,190266.42059103114
1628,268891.6352131908
1629,180486.5667895417
1630,356504.76645964314
1631,223236.73207216724
1632,238453.09433534613
1633,167901.36384775903
1634,185170.11770240235
1635,177382.79519468738
1636,152986.7693673025
1637,200256.8193613923
1638,186828.1255228304
1639,182231.31044435874
1640,255718.46720330152
1641,178554.14274718307
1642,232755.3293623848
1643,220911.5409612777
1644,232257.38130685897
1645,199106.6960162227
1646,157568.2923895226
1647,158704.25447138326
1648,130778.33508404253
1649,137953.08009674965
1650,111290.34343081743
1651,121304.69041673564
1652,97281.90193015862
1653,97757.17962225308
1654,146285.50460638516
1655,142317.73230757093
1656,141452.41552963963
1657,147542.25305597708
1658,143291.09987936294
1659,122648.14447507882
1660,155125.74878281157
1661,466925.3093551093
1662,404854.68024904304
1663,402067.1559758714
1664,488344.33560955833
1665,309374.9115504687
1666,325276.12700871995
1667,373781.0455071726
1668,345165.7786585645
1669,298823.19334246934
1670,357733.6542367571
1671,260717.4995531859
1672,451075.93171277695
1673,296896.5218490584
1674,241234.1471302819
1675,190902.97820965014
1676,189689.28614064824
1677,218993.27528896593
1678,467673.1399135011
1679,388361.37512055505
1680,342637.8338415662
1681,254535.1971456304
1682,305083.991912514
1683,179257.09784970307
1684,173527.291687427
1685,173018.98938304358
1686,169213.0607509465
1687,165809.9001667092
1688,191605.73320024193
1689,197140.96140358574
1690,196767.03166153358
1691,182582.68468330684
1692,267264.52296398534
1693,164035.82790980447
1694,181268.35191785143
1695,163766.48618852248
1696,270281.62497884966
1697,169859.09522768843
1698,363315.45287126553
1699,318984.6002107397
1700,249120.38766684922
1701,269411.58791176556
1702,244461.32623053106
1703,244716.39565232268
1704,281316.36342396203
1705,233354.550517524
1706,426047.3947812258
1707,215209.93882485954
1708,201164.66227776164
1709,274719.35723823594
1710,222030.62468669174
1711,263854.9163279806
1712,260414.6342212494
1713,276249.0461766749
1714,220741.80900422926
1715,204476.73046160422
1716,185633.22052116098
1717,173471.15571225702
1718,135766.44529357192
1719,201637.73312922879
1720,241437.08321880442
1721,169137.36306458514
1722,125022.82508735609
1723,154528.80447589507
1724,211261.8761050925
1725,237009.016303711
1726,184696.4426679239
1727,157774.94811196974
1728,178668.2524525391
1729,165863.6233801183
1730,158731.38204563136
1731,120192.91993346227
1732,129898.699051483
1733,118759.0351171899
1734,119159.4806056745
1735,127654.20322833944
1736,113124.36098352894
1737,295966.67660963174
1738,232858.70748320472
1739,259488.59196538434
1740,219197.338463379
1741,194722.21034115425
1742,172634.19360423027
1743,175791.84646292025
1744,307204.8327908366
1745,215885.856504602
1746,180174.82711405386
1747,217722.31552544975
1748,226789.58450780556
1749,148583.12486398348
1750,126293.69456689488
1751,242771.4247837254
1752,119332.72998903571
1753,148394.98750169686
1754,191971.51012212594
1755,170782.27267378717
1756,125063.08405595005
1757,122559.22112625539
1758,142946.61782316535
1759,163783.0480785299
1760,164187.16048539578
1761,141685.8304861098
1762,178161.09497130587
1763,176498.83561309104
1764,114148.02576450781
1765,163631.46170855133
1766,183798.77060752176
1767,222760.20393162308
1768,141337.13586254194
1769,175807.25519503205
1770,147330.59541561405
1771,121955.03992610596
1772,134603.34208346333
1773,122985.77451772125
1774,137957.49898701345
1775,138259.6205841953
1776,123712.17470701845
1777,115570.32067073397
1778,136680.61577611102
1779,120437.19811335245
1780,175185.25756405442
1781,131075.0901696102
1782,88265.32799941313
1783,142410.67114267513
1784,105938.86976590774
1785,119159.85723690485
1786,143702.9543267344
1787,164160.84729498302
1788,53558.77587454475
1789,99972.41681270918
1790,76016.43324249415
1791,179436.6930814748
1792,159732.65818533846
1793,130944.11113556841
1794,149015.4101595964
1795,134051.05814340178
1796,124083.02152754157
1797,111871.71505276504
1798,122962.26818895483
1799,111160.75859186988
1800,131950.7319683633
1801,129004.31652347335
1802,135650.73105820146
1803,147288.70056307048
1804,143159.24874358074
1805,137966.39203204925
1806,121529.09440160301
1807,130623.99171712284
1808,123679.81177523859
1809,120228.6139971018
1810,139426.9735883565
1811,94992.68296198497
1812,96961.33807013728
1813,122039.28534202001
1814,94786.6473477791
1815,52246.48418815997
1816,97149.97118117019
1817,109032.4672977007
1818,148735.8594632797
1819,123600.42216065148
1820,56207.63738476226
1821,114091.47849276105
1822,148889.25762838905
1823,43426.63532032828
1824,130287.3515494261
1825,135630.1598480961
1826,104383.73769614517
1827,99831.74172241957
1828,133632.62788833244
1829,115105.6220537789
1830,142467.3895977184
1831,147318.8606837726
1832,78544.72188619456
1833,136819.87902782715
1834,118411.33722094231
1835,119543.91837209885
1836,126490.976990268
1837,87367.05081639045
1838,121884.86163734779
1839,92341.57772041504
1840,147120.1137670243
1841,136677.28705432752
1842,83420.62934343769
1843,127632.76764872219
1844,137324.23229595454
1845,140668.38346688167
1846,155108.13472642287
1847,169466.563903641
1848,51477.66273523622
1849,113816.00476882067
1850,116244.90867728664
1851,159600.3320195003
1852,126053.00132570378
1853,129598.77013541062
1854,172060.61540114763
1855,152362.35486462654
1856,222293.40133844764
1857,163247.96649814097
1858,134649.8441936651
1859,118232.01666123953
1860,146523.55320251506
1861,118275.35413043998
1862,299829.97296328266
1863,285714.06964703475
1864,285749.92212601606
1865,339519.14979202667
1866,339925.4531021955
1867,235916.2629027122
1868,304407.78530380107
1869,203362.70296388748
1870,233404.3581355539
1871,247964.46560009377
1872,172647.1927301496
1873,240236.30808995827
1874,148414.15746403602
1875,200406.59560775282
1876,192592.72593929688
1877,212015.32159411086
1878,200521.2945022773
1879,128527.93060099054
1880,133747.24380358116
1881,247837.43677052547
1882,251343.94702191168
1883,188789.445451079
1884,205901.37997911614
1885,245683.69844657223
1886,292251.7410581496
1887,209566.1786595229
1888,275092.4263985071
1889,164635.55007359845
1890,121408.53913680563
1891,131189.2871398831
1892,101221.88150330006
1893,130535.9858420315
1894,127768.9007123132
1895,137352.66871542804
1896,126707.1164745056
1897,113222.31460155996
1898,112094.08789180577
1899,156118.79886415869
1900,145241.7042079211
1901,169572.70468986183
1902,147616.7680413476
1903,217498.31998947915
1904,138203.01023093335
1905,198295.17118134728
1906,158488.40211885847
1907,215204.49647453654
1908,107849.17314570601
1909,131194.20173070798
1910,118612.39273195728
1911,218917.8104140059
1912,321233.576911177
1913,147098.3501390759
1914,59469.969110772625
1915,316073.5331433256
1916,63656.14044128166
1917,254379.11772461806
1918,140818.56426051233
1919,173299.73827687546
1920,150045.89677673645
1921,416550.94345708285
1922,329267.12954925676
1923,222461.47759718137
1924,223934.5245774787
1925,198264.93756773317
1926,396051.2066601774
1927,133799.77495032715
1928,153846.79671512934
1929,125038.93446834857
1930,135521.81713940908
1931,147022.05343971378
1932,139843.11930055104
1933,177231.46458256966
1934,181618.61007192748
1935,170369.59573381202
1936,186191.33424850547
1937,182382.7020387461
1938,170068.02931607456
1939,241596.51880355674
1940,189770.00137982174
1941,168555.2982649253
1942,183285.50657851293
1943,209293.551422708
1944,351573.6278948944
1945,381093.424398236
1946,136236.39078830168
1947,307424.5677087858
1948,172774.05745600356
1949,248342.0926633852
1950,184294.00910802092
1951,252809.79779464487
1952,208859.56155089656
1953,168041.72234040537
1954,181480.37016533135
1955,137614.86134742273
1956,300271.7954436346
1957,151127.90733557972
1958,311750.6159415754
1959,142322.08015975106
1960,115050.20247244152
1961,119017.61736036406
1962,96938.96346065996
1963,104007.88736693296
1964,105433.85548663922
1965,143381.91996142172
1966,142487.5697095477
1967,288637.96548779786
1968,423262.0215572323
1969,398608.298431698
1970,432365.1056694904
1971,455021.46280592453
1972,376094.4043157378
1973,263181.10237887886
1974,330218.66230883263
1975,504995.04950005567
1976,271732.48336229904
1977,364775.11969904904
1978,352560.25475435087
1979,332903.18118554185
1980,198766.34886028216
1981,358715.6039049189
1982,216614.91232023214
1983,202625.0695343808
1984,170286.85969885334
1985,215274.36133974447
1986,213208.73996661394
1987,182190.0729627055
1988,176965.5223378856
1989,192573.28865072876
1990,215816.99399802674
1991,232387.0673214081
1992,213431.77860835806
1993,169869.03911579488
1994,230272.70016100578
1995,186992.76994044834
1996,253613.08024971
1997,309044.1460186762
1998,336212.8423639013
1999,264920.014844239
2000,319251.41872100666
2001,272969.99559392175
2002,238307.17298032058
2003,258115.6284955679
2004,278973.94467726944
2005,220925.95280543738
2006,223634.37599591538
2007,244690.15995664423
2008,221357.75927531213
2009,192571.46433954357
2010,197141.78285073716
2011,140403.41374907468
2012,176658.71982905525
2013,180337.51640472317
2014,184272.55419559468
2015,205885.11058758208
2016,191684.3223237963
2017,195308.58068727184
2018,119727.70116436458
2019,133037.94062346927
2020,106419.2423759255
2021,104611.01500381134
2022,179856.15084002598
2023,140505.30270800405
2024,261688.0989413562
2025,346705.6946574472
2026,174783.35182919813
2027,153224.68753890938
2028,150323.02213011542
2029,165693.780495333
2030,270724.9506911858
2031,236531.56889795436
2032,253092.41510960483
2033,266423.6097003798
2034,167260.35869876368
2035,214426.98955039284
2036,200626.5244376855
2037,207432.2766726059
2038,306068.4880448602
2039,223940.1125685625
2040,276036.2464488649
2041,295162.97113024944
2042,204885.45877359412
2043,172634.45843438437
2044,165437.2844285676
2045,211196.5682819418
2046,144172.96307098315
2047,145860.12328132693
2048,141748.84473704922
2049,138847.3446999551
2050,179097.69121306614
2051,106152.82033866068
2052,121995.90337828716
2053,148887.48784858026
2054,85881.91749658794
2055,157958.8418880248
2056,145166.4848106281
2057,114564.0948096569
2058,223467.38203111332
2059,132839.78425627106
2060,173804.45671170566
2061,177732.8394535594
2062,130748.17506116355
2063,116809.15472807239
2064,139842.98098196398
2065,118411.288124293
2066,161438.0377809709
2067,112233.18102877609
2068,143841.78907402678
2069,85924.55106972094
2070,114640.16979137827
2071,93383.83330841835
2072,130496.27010395806
2073,136263.8025228443
2074,189302.029658291
2075,145053.8994217982
2076,120624.1861580786
2077,157396.8819415382
2078,127507.41136403635
2079,133093.57717003804
2080,118067.71117658408
2081,126724.76318873248
2082,120940.07442621773
2083,147359.11314076305
2084,109782.45803876365
2085,117558.05876798033
2086,112800.19029218354
2087,121187.32662456481
2088,96520.8714729206
2089,77088.09108801535
2090,124238.63115158098
2091,114011.89334364844
2092,126453.04847036625
2093,113862.88848470354
2094,108736.82535224372
2095,151191.74598377495
2096,81819.79615371651
2097,92052.21776762798
2098,148378.56783124054
2099,50896.41409892103
2100,76720.83004385058
2101,117679.5209424393
2102,124769.9213050364
2103,104584.57156508298
2104,133164.82745913224
2105,123928.79137847867
2106,59542.536334735545
2107,195333.8243454252
2108,114036.90633811124
2109,109485.85520438396
2110,131206.95537947986
2111,139907.35008801933
2112,136006.8616759717
2113,120916.6767061733
2114,115081.26880250228
2115,161938.631950141
2116,118678.31664262638
2117,150580.52666357614
2118,125680.00649590789
2119,111594.41030544494
2120,108763.52369999331
2121,87485.45157284966
2122,113950.04120601612
2123,85437.46990426125
2124,154487.52732314623
2125,124765.22469828412
2126,146465.60993935913
2127,157602.7659746424
2128,123376.75239152051
2129,92088.96386831804
2130,136363.83019720606
2131,146062.08917729327
2132,114998.09897873219
2133,122328.89037723526
2134,119219.94572997928
2135,92146.29594955548
2136,72194.48430977015
2137,107691.23932197728
2138,134059.54330528376
2139,150376.60799510422
2140,139882.76578073544
2141,151193.60926977007
2142,126696.74160118458
2143,146814.55602400814
2144,119207.45337160435
2145,137108.6113549565
2146,159704.74276784508
2147,140499.77048880112
2148,130617.94948703867
2149,149414.40350747757
2150,222140.62663248403
2151,114793.55766442486
2152,178222.28401906526
2153,163456.13113434977
2154,109959.82736015876
2155,138387.33176928625
2156,258615.73120566685
2157,232154.37159803757
2158,238811.8805565577
2159,213878.26644553654
2160,177866.87454164025
2161,239770.77971585002
2162,395184.6989599365
2163,365466.4509614265
2164,248475.4597790248
2165,195968.98800730344
2166,153962.12629485378
2167,218829.9630059822
2168,194731.67074587656
2169,198035.01740314602
2170,219026.74423952852
2171,153157.43406634696
2172,130156.97743056204
2173,163620.89610343953
2174,228234.2632387117
2175,302190.35476658883
2176,316648.8681761432
2177,238724.91713158047
2178,214196.69268107286
2179,139977.081190112
2180,212118.6055935638
2181,191248.00282955883
2182,220669.60438036462
2183,188878.30549868202
2184,120558.70165107
2185,122612.29396752622
2186,146143.31116318173
2187,152947.15817735708
2188,155036.02195569384
2189,263919.1770035197
2190,81225.77531758024
2191,83122.82944623475
2192,91219.09418720697
2193,107558.94295425755
2194,104320.81105068089
2195,110464.62553415948
2196,102994.43221460911
2197,119950.28105858609
2198,160691.98749330742
2199,179111.1865673894
2200,147414.67256825927
2201,143231.99019736177
2202,211904.8161979426
2203,136657.81189371436
2204,184144.47439392004
2205,116768.36602593635
2206,135430.96116464984
2207,230062.09485715712
2208,254956.18184503642
2209,236195.36265415704
2210,117499.25691149308
2211,111810.72821311979
2212,117402.26442340043
2213,106531.09726326013
2214,136061.33537509278
2215,99780.84485290346
2216,146128.2329911973
2217,65678.04571093415
2218,75939.49906417297
2219,68761.28258417762
2220,67618.38273417723
2221,318607.8943140501
2222,274264.2782962001
2223,289927.1771378398
2224,213652.67646898847
2225,120211.36320710432
2226,189372.64271232887
2227,204978.05940782535
2228,258241.13011980316
2229,254346.95734350116
2230,149481.70532146766
2231,214250.39388291413
2232,178507.32621686318
2233,182392.08189074462
2234,243031.25008523822
2235,222659.9521593709
2236,262183.50467971194
2237,337700.461835169
2238,194357.8978000849
2239,110014.37455579432
2240,158758.14718948066
2241,160036.28700058608
2242,127361.56325130996
2243,130502.98830084116
2244,103381.81050371463
2245,97825.4381802844
2246,144394.9495280228
2247,107109.17997175505
2248,124426.5723359472
2249,121232.46263567354
2250,132209.43410916004
2251,98006.48434698541
2252,174967.29229847077
2253,150078.8644437455
2254,176926.21831741717
2255,187003.55224704772
2256,181740.83959535792
2257,207890.7480797798
2258,162936.50704381222
2259,176913.97998961486
2260,153758.2461147996
2261,189010.6321698945
2262,207201.67819219796
2263,377855.98377829016
2264,499194.61547612346
2265,174622.14177172602
2266,296242.7753291793
2267,383230.6516081484
2268,418234.476470497
2269,145190.58896997423
2270,195466.3131032897
2271,216609.07301790768
2272,195613.86583345043
2273,165530.70174593525
2274,179453.2605175429
2275,158351.02392660646
2276,190343.03444140602
2277,182307.35006991384
2278,148300.99146227795
2279,123627.43812806079
2280,119077.70610637194
2281,168361.5937278886
2282,187111.57740240352
2283,104932.13829820481
2284,111489.02072012935
2285,141448.5308423745
2286,122954.7270719452
2287,362433.9525918261
2288,269292.6555441908
2289,378890.92123823066
2290,464145.0249494766
2291,327531.7064707703
2292,442015.5029032802
2293,481333.58948210295
2294,402279.58037595695
2295,480093.6089085903
2296,288749.88290928374
2297,326657.6806374383
2298,337551.1567903216
2299,379725.70069171407
2300,335862.4812049233
2301,300661.5275272628
2302,245186.0816921504
2303,235325.5233149728
2304,244064.91726444897
2305,191296.00869932683
2306,185855.23609523452
2307,193431.91068769607
2308,227126.01960938645
2309,285082.1132480098
2310,208944.52265851217
2311,196346.8912198362
2312,177797.65725616436
2313,173002.3833751278
2314,173888.03012579982
2315,181728.25254851906
2316,188565.19941462262
2317,185283.87134468916
2318,181727.77716340515
2319,183144.1771600602
2320,185692.06139499345
2321,232875.60365926957
2322,178953.1435442941
2323,188018.17006129888
2324,171013.08938900355
2325,214197.42332844544
2326,169400.31141187897
2327,207894.7976935214
2328,227878.83897474298
2329,188725.79646268726
2330,180885.39225298673
2331,352909.28034154867
2332,391247.2387568904
2333,315900.53540781845
2334,248317.37172408315
2335,276957.68575074023
2336,320568.73015647073
2337,195481.63587207903
2338,274816.87600932503
2339,214144.61617692275
2340,414215.2009273961
2341,213614.19126897416
2342,226930.16018621976
2343,222804.1973754724
2344,211956.2432115341
2345,234152.76425211283
2346,213171.24161332048
2347,198224.08539979008
2348,239435.43117986523
2349,175289.59125453723
2350,304181.3959562855
2351,259787.6377485497
2352,248768.7923456598
2353,246772.75299742946
2354,136538.66994343052
2355,145549.14236932498
2356,152492.94472068013
2357,190243.32216319194
2358,195413.98968529337
2359,130144.18745777507
2360,115386.65332225713
2361,145020.29799461953
2362,272008.42436941783
2363,136841.2745782107
2364,156360.41382944325
2365,216353.65229101703
2366,195275.92747096688
2367,227207.25728521336
2368,216179.7803930536
2369,218601.08581135364
2370,166321.68237792986
2371,166762.4005942649
2372,191426.78624181927
2373,279807.0918118765
2374,315743.87866242987
2375,248204.36087229836
2376,281849.0423456961
2377,350163.53393358336
2378,142168.6806180131
2379,199014.46957210547
2380,148950.47014771766
2381,168988.2361232646
2382,205610.50381125486
2383,204931.8239463957
2384,248744.09556895687
2385,160897.39821714564
2386,135455.93171064288
2387,135788.0575354091
2388,101679.26481928039
2389,120157.1311395429
2390,148777.96670082386
2391,144408.67529044213
2392,114435.66714037133
2393,170383.4211808546
2394,139856.3841949196
2395,209470.9058184542
2396,141190.87136985004
2397,225199.81028197063
2398,134605.2077232811
2399,59491.99149376465
2400,58752.89134400814
2401,116002.19055617134
2402,138968.7532741494
2403,142812.1943893265
2404,150481.67978253827
2405,160638.16308061988
2406,142147.03212539002
2407,126655.32775032088
2408,145491.42758913807
2409,121410.86844780113
2410,167877.5819207377
2411,115872.69406506424
2412,156548.03995791828
2413,131960.4245604207
2414,146422.3285323725
2415,132481.39535671053
2416,124853.10733417256
2417,131621.09311538894
2418,129257.42504088976
2419,129866.2832815584
2420,124840.56292217839
2421,152823.71398817401
2422,109241.20816789613
2423,122330.96504383546
2424,162476.99575776106
2425,190580.81860102632
2426,133479.9460097319
2427,133469.15709335502
2428,174846.276476606
2429,114780.7249402841
2430,132240.06853809574
2431,109268.03102398608
2432,146322.85102250386
2433,144929.79211573506
2434,136266.69241879508
2435,152417.12040035595
2436,108408.9580261695
2437,105652.56855377549
2438,125793.06086974833
2439,106742.76634878073
2440,120015.71357340104
2441,93672.10012343727
2442,96216.18229388268
2443,123396.28629035616
2444,131144.34759409033
2445,85810.01020845458
2446,130523.60675318785
2447,181928.74268911855
2448,129712.46067997208
2449,109577.01130237857
2450,147982.11707418773
2451,122919.61271928814
2452,197311.8471762096
2453,94434.43833720728
2454,127068.66688706802
2455,122581.10034809468
2456,135116.08123712306
2457,133973.15054845167
2458,126522.33826867398
2459,108556.38498544539
2460,134225.39343917332
2461,122115.1910639166
2462,136518.22464081465
2463,123754.62111395977
2464,172770.09586016182
2465,143016.0945358523
2466,116937.54331096445
2467,126617.42753196228
2468,77795.56982580498
2469,76685.05215687788
2470,190523.6692802276
2471,205673.70895812885
2472,168671.92049744393
2473,113833.23267875252
2474,77767.22175262275
2475,218951.44507174363
2476,112815.4176711565
2477,129400.13940799018
2478,155518.5991249579
2479,102803.25130152275
2480,151398.22939245804
2481,122944.9601583372
2482,128588.32921767286
2483,112198.6097100463
2484,122945.78003856214
2485,125376.85848588192
2486,153654.22829806342
2487,179908.17629105478
2488,163477.0045322777
2489,147123.45515832937
2490,146684.5471246544
2491,94487.178880096
2492,193240.93001103276
2493,153686.36422246922
2494,153104.21615890274
2495,90221.1393248085
2496,249179.86442760844
2497,155914.02528826823
2498,109989.30707605879
2499,90670.79515866545
2500,126878.66322036009
2501,139022.79269498173
2502,146701.2418895982
2503,94858.12009312466
2504,186520.54552787472
2505,227732.1150417234
2506,256383.4519690539
2507,286557.3551239113
2508,256195.79987035168
2509,215210.02246303618
2510,221089.9604479098
2511,176738.019715625
2512,204096.03127396508
2513,219330.84011411457
2514,262729.92533312226
2515,151686.28100073483
2516,171109.39193621193
2517,143580.62860210944
2518,152920.54342250564
2519,223972.33749854594
2520,214346.60353857794
2521,189258.39658493066
2522,221667.87057560595
2523,122472.56863715309
2524,135176.63822153985
2525,147262.9490683374
2526,136025.226246564
2527,114357.87916546036
2528,131900.60482502502
2529,128479.24941636757
2530,119742.57836981768
2531,251897.00193672365
2532,225447.8511051773
2533,196518.74589513775
2534,229240.5681768493
2535,304175.280243989
2536,241891.38238783053
2537,234574.08746953044
2538,185435.32254486703
2539,190095.2298540068
2540,178227.06717964791
2541,185028.81837919584
2542,165383.9823826197
2543,126077.4880144827
2544,124061.89670497584
2545,136163.26215030547
2546,129375.2138608804
2547,137190.92820360826
2548,148016.29006801225
2549,155499.27599065105
2550,721715.2866869482
2551,137348.46932269284
2552,129752.3019086872
2553,76763.57829207732
2554,97401.22295560391
2555,116679.8968371817
2556,101744.9294341688
2557,105778.96220595771
2558,151410.10943876562
2559,138678.12049093127
2560,145592.80735316398
2561,140938.23641634302
2562,136431.33611813418
2563,145869.82206609863
2564,197389.622099341
2565,140133.25609862502
2566,156018.81462108708
2567,136343.50599899003
2568,194219.55128268403
2569,218400.78040347097
2570,116270.57497344303
2571,183275.47329123894
2572,153354.17605606542
2573,222189.27837883178
2574,301979.58244885696
2575,130484.91716255012
2576,120247.82560321699
2577,140861.42670318848
2578,83581.63019679429
2579,63380.03375398532
2580,104603.33474373263
2581,105982.05399821956
2582,103847.58412404216
2583,285399.4426331722
2584,170502.88835444752
2585,182088.37624322413
2586,224845.72715683916
2587,200076.43083985546
2588,143743.42812091258
2589,152765.99277452688
2590,211497.37659606893
2591,227842.77681896096
2592,214418.47779239164
2593,255815.63983813545
2594,181787.4795689648
2595,204637.73917700403
2596,304363.74599114654
2597,187485.80387339194
2598,275084.77732473944
2599,324574.6871088237
2600,155856.5856313827
2601,147786.45190782016
2602,84348.47335240858
2603,93219.33906612461
2604,86935.32144894943
2605,79477.00631410295
2606,152883.75620296964
2607,195519.30942942126
2608,213371.85456602444
2609,170162.07048324516
2610,111306.7206970632
